subject_locus_tag	relationship	object_namespace	object_id	seqid	start	end	strand	mapping_ambiguity	source	evidence	mapping_method
M744_RS05725	old_locus_tag	legacy_locus_tag	M744_05960	NZ_CP006471.1	1097714	1098790	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05725	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2085	NZ_CP006471.1	1097714	1098790	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244318.1	exact shared RefSeq protein_id
M744_RS05725	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10570	NZ_CP006471.1	1097714	1098790	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244318.1	exact shared RefSeq protein_id
M744_RS05725	protein_id	RefSeq_protein	WP_011244318.1	NZ_CP006471.1	1097714	1098790	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05725	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1097714	1098790	+		UTEX RefSeq GFF3		direct seqid
M744_RS05730	cds_segment	RefSeq_location	NZ_CP006471.1:1098803-1099822:+	NZ_CP006471.1	1098803	1099822	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05730	current_locus_tag	RefSeq_locus_tag	M744_RS05730	NZ_CP006471.1	1098803	1099822	+		UTEX RefSeq GFF3		direct annotation
M744_RS05730	gene_symbol	gene_symbol	chlG	NZ_CP006471.1	1098803	1099822	+		UTEX RefSeq GFF3		direct gene qualifier
M744_RS05730	genomic_location	RefSeq_location	NZ_CP006471.1:1098803-1099822:+	NZ_CP006471.1	1098803	1099822	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05730	old_locus_tag	legacy_locus_tag	M744_05965	NZ_CP006471.1	1098803	1099822	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05730	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2084	NZ_CP006471.1	1098803	1099822	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378308.1	exact shared RefSeq protein_id
M744_RS05730	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10565	NZ_CP006471.1	1098803	1099822	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378308.1	exact shared RefSeq protein_id
M744_RS05730	protein_id	RefSeq_protein	WP_011378308.1	NZ_CP006471.1	1098803	1099822	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05730	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1098803	1099822	+		UTEX RefSeq GFF3		direct seqid
M744_RS05735	cds_segment	RefSeq_location	NZ_CP006471.1:1099877-1100548:-	NZ_CP006471.1	1099877	1100548	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05735	current_locus_tag	RefSeq_locus_tag	M744_RS05735	NZ_CP006471.1	1099877	1100548	-		UTEX RefSeq GFF3		direct annotation
M744_RS05735	genomic_location	RefSeq_location	NZ_CP006471.1:1099877-1100548:-	NZ_CP006471.1	1099877	1100548	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05735	old_locus_tag	legacy_locus_tag	M744_05970	NZ_CP006471.1	1099877	1100548	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05735	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2083	NZ_CP006471.1	1099877	1100548	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244320.1	exact shared RefSeq protein_id
M744_RS05735	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10560	NZ_CP006471.1	1099877	1100548	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244320.1	exact shared RefSeq protein_id
M744_RS05735	protein_id	RefSeq_protein	WP_011244320.1	NZ_CP006471.1	1099877	1100548	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05735	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1099877	1100548	-		UTEX RefSeq GFF3		direct seqid
M744_RS05740	cds_segment	RefSeq_location	NZ_CP006471.1:1100898-1102886:+	NZ_CP006471.1	1100898	1102886	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05740	current_locus_tag	RefSeq_locus_tag	M744_RS05740	NZ_CP006471.1	1100898	1102886	+		UTEX RefSeq GFF3		direct annotation
M744_RS05740	genomic_location	RefSeq_location	NZ_CP006471.1:1100898-1102886:+	NZ_CP006471.1	1100898	1102886	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05740	old_locus_tag	legacy_locus_tag	M744_05975	NZ_CP006471.1	1100898	1102886	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05740	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2082	NZ_CP006471.1	1100898	1102886	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244321.1	exact shared RefSeq protein_id
M744_RS05740	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10555	NZ_CP006471.1	1100898	1102886	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244321.1	exact shared RefSeq protein_id
M744_RS05740	protein_id	RefSeq_protein	WP_011244321.1	NZ_CP006471.1	1100898	1102886	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05740	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1100898	1102886	+		UTEX RefSeq GFF3		direct seqid
M744_RS05745	cds_segment	RefSeq_location	NZ_CP006471.1:1102969-1103916:+	NZ_CP006471.1	1102969	1103916	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05745	current_locus_tag	RefSeq_locus_tag	M744_RS05745	NZ_CP006471.1	1102969	1103916	+		UTEX RefSeq GFF3		direct annotation
M744_RS05745	genomic_location	RefSeq_location	NZ_CP006471.1:1102969-1103916:+	NZ_CP006471.1	1102969	1103916	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05745	old_locus_tag	legacy_locus_tag	M744_05980	NZ_CP006471.1	1102969	1103916	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05745	protein_id	RefSeq_protein	WP_427916595.1	NZ_CP006471.1	1102969	1103916	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05745	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1102969	1103916	+		UTEX RefSeq GFF3		direct seqid
M744_RS05750	cds_segment	RefSeq_location	NZ_CP006471.1:1104045-1106435:-	NZ_CP006471.1	1104045	1106435	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05750	current_locus_tag	RefSeq_locus_tag	M744_RS05750	NZ_CP006471.1	1104045	1106435	-		UTEX RefSeq GFF3		direct annotation
M744_RS05750	genomic_location	RefSeq_location	NZ_CP006471.1:1104045-1106435:-	NZ_CP006471.1	1104045	1106435	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05750	old_locus_tag	legacy_locus_tag	M744_05990	NZ_CP006471.1	1104045	1106435	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05750	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2080	NZ_CP006471.1	1104045	1106435	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244323.1	exact shared RefSeq protein_id
M744_RS05750	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10545	NZ_CP006471.1	1104045	1106435	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244323.1	exact shared RefSeq protein_id
M744_RS05750	protein_id	RefSeq_protein	WP_011244323.1	NZ_CP006471.1	1104045	1106435	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05750	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1104045	1106435	-		UTEX RefSeq GFF3		direct seqid
M744_RS05755	cds_segment	RefSeq_location	NZ_CP006471.1:1106718-1107899:+	NZ_CP006471.1	1106718	1107899	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05755	current_locus_tag	RefSeq_locus_tag	M744_RS05755	NZ_CP006471.1	1106718	1107899	+		UTEX RefSeq GFF3		direct annotation
M744_RS05755	genomic_location	RefSeq_location	NZ_CP006471.1:1106718-1107899:+	NZ_CP006471.1	1106718	1107899	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05755	old_locus_tag	legacy_locus_tag	M744_05995	NZ_CP006471.1	1106718	1107899	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05755	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2079	NZ_CP006471.1	1106718	1107899	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378306.1	exact shared RefSeq protein_id
M744_RS05755	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10540	NZ_CP006471.1	1106718	1107899	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378306.1	exact shared RefSeq protein_id
M744_RS05755	protein_id	RefSeq_protein	WP_011378306.1	NZ_CP006471.1	1106718	1107899	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05755	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1106718	1107899	+		UTEX RefSeq GFF3		direct seqid
M744_RS05760	cds_segment	RefSeq_location	NZ_CP006471.1:1107908-1108546:+	NZ_CP006471.1	1107908	1108546	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05760	current_locus_tag	RefSeq_locus_tag	M744_RS05760	NZ_CP006471.1	1107908	1108546	+		UTEX RefSeq GFF3		direct annotation
M744_RS05760	genomic_location	RefSeq_location	NZ_CP006471.1:1107908-1108546:+	NZ_CP006471.1	1107908	1108546	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05760	old_locus_tag	legacy_locus_tag	M744_06000	NZ_CP006471.1	1107908	1108546	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05760	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2078	NZ_CP006471.1	1107908	1108546	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378305.1	exact shared RefSeq protein_id
M744_RS05760	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10535	NZ_CP006471.1	1107908	1108546	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378305.1	exact shared RefSeq protein_id
M744_RS05760	protein_id	RefSeq_protein	WP_011378305.1	NZ_CP006471.1	1107908	1108546	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05760	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1107908	1108546	+		UTEX RefSeq GFF3		direct seqid
M744_RS05765	cds_segment	RefSeq_location	NZ_CP006471.1:1108924-1109340:-	NZ_CP006471.1	1108924	1109340	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05765	current_locus_tag	RefSeq_locus_tag	M744_RS05765	NZ_CP006471.1	1108924	1109340	-		UTEX RefSeq GFF3		direct annotation
M744_RS05765	genomic_location	RefSeq_location	NZ_CP006471.1:1108924-1109340:-	NZ_CP006471.1	1108924	1109340	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05765	old_locus_tag	legacy_locus_tag	M744_06005	NZ_CP006471.1	1108924	1109340	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05765	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2077	NZ_CP006471.1	1108924	1109340	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244326.1	exact shared RefSeq protein_id
M744_RS05765	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10530	NZ_CP006471.1	1108924	1109340	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244326.1	exact shared RefSeq protein_id
M744_RS05765	protein_id	RefSeq_protein	WP_011244326.1	NZ_CP006471.1	1108924	1109340	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05765	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1108924	1109340	-		UTEX RefSeq GFF3		direct seqid
M744_RS05770	cds_segment	RefSeq_location	NZ_CP006471.1:1109407-1110459:-	NZ_CP006471.1	1109407	1110459	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05770	current_locus_tag	RefSeq_locus_tag	M744_RS05770	NZ_CP006471.1	1109407	1110459	-		UTEX RefSeq GFF3		direct annotation
M744_RS05770	gene_symbol	gene_symbol	rsgA	NZ_CP006471.1	1109407	1110459	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS05770	genomic_location	RefSeq_location	NZ_CP006471.1:1109407-1110459:-	NZ_CP006471.1	1109407	1110459	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05770	old_locus_tag	legacy_locus_tag	M744_06010	NZ_CP006471.1	1109407	1110459	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05770	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2076	NZ_CP006471.1	1109407	1110459	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378304.1	exact shared RefSeq protein_id
M744_RS05770	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10525	NZ_CP006471.1	1109407	1110459	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378304.1	exact shared RefSeq protein_id
M744_RS05770	protein_id	RefSeq_protein	WP_011378304.1	NZ_CP006471.1	1109407	1110459	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05770	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1109407	1110459	-		UTEX RefSeq GFF3		direct seqid
M744_RS05775	cds_segment	RefSeq_location	NZ_CP006471.1:1110456-1110707:-	NZ_CP006471.1	1110456	1110707	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05775	current_locus_tag	RefSeq_locus_tag	M744_RS05775	NZ_CP006471.1	1110456	1110707	-		UTEX RefSeq GFF3		direct annotation
M744_RS05775	genomic_location	RefSeq_location	NZ_CP006471.1:1110456-1110707:-	NZ_CP006471.1	1110456	1110707	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05775	old_locus_tag	legacy_locus_tag	M744_06015	NZ_CP006471.1	1110456	1110707	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05775	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2075	NZ_CP006471.1	1110456	1110707	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244328.1	exact shared RefSeq protein_id
M744_RS05775	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10520	NZ_CP006471.1	1110456	1110707	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244328.1	exact shared RefSeq protein_id
M744_RS05775	protein_id	RefSeq_protein	WP_011244328.1	NZ_CP006471.1	1110456	1110707	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05775	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1110456	1110707	-		UTEX RefSeq GFF3		direct seqid
M744_RS05780	cds_segment	RefSeq_location	NZ_CP006471.1:1110704-1111834:-	NZ_CP006471.1	1110704	1111834	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05780	current_locus_tag	RefSeq_locus_tag	M744_RS05780	NZ_CP006471.1	1110704	1111834	-		UTEX RefSeq GFF3		direct annotation
M744_RS05780	gene_symbol	gene_symbol	dnaJ	NZ_CP006471.1	1110704	1111834	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS05780	genomic_location	RefSeq_location	NZ_CP006471.1:1110704-1111834:-	NZ_CP006471.1	1110704	1111834	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05780	old_locus_tag	legacy_locus_tag	M744_06020	NZ_CP006471.1	1110704	1111834	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05780	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2074	NZ_CP006471.1	1110704	1111834	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244329.1	exact shared RefSeq protein_id
M744_RS05780	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10515	NZ_CP006471.1	1110704	1111834	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244329.1	exact shared RefSeq protein_id
M744_RS05780	protein_id	RefSeq_protein	WP_011244329.1	NZ_CP006471.1	1110704	1111834	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05780	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1110704	1111834	-		UTEX RefSeq GFF3		direct seqid
M744_RS05785	cds_segment	RefSeq_location	NZ_CP006471.1:1111976-1113943:-	NZ_CP006471.1	1111976	1113943	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05785	current_locus_tag	RefSeq_locus_tag	M744_RS05785	NZ_CP006471.1	1111976	1113943	-		UTEX RefSeq GFF3		direct annotation
M744_RS05785	gene_symbol	gene_symbol	dnaK	NZ_CP006471.1	1111976	1113943	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS05785	genomic_location	RefSeq_location	NZ_CP006471.1:1111976-1113943:-	NZ_CP006471.1	1111976	1113943	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05785	old_locus_tag	legacy_locus_tag	M744_06025	NZ_CP006471.1	1111976	1113943	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05785	protein_id	RefSeq_protein	WP_039755608.1	NZ_CP006471.1	1111976	1113943	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05785	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1111976	1113943	-		UTEX RefSeq GFF3		direct seqid
M744_RS05790	cds_segment	RefSeq_location	NZ_CP006471.1:1114048-1114671:-	NZ_CP006471.1	1114048	1114671	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05790	current_locus_tag	RefSeq_locus_tag	M744_RS05790	NZ_CP006471.1	1114048	1114671	-		UTEX RefSeq GFF3		direct annotation
M744_RS05790	gene_symbol	gene_symbol	grpE	NZ_CP006471.1	1114048	1114671	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS05790	genomic_location	RefSeq_location	NZ_CP006471.1:1114048-1114671:-	NZ_CP006471.1	1114048	1114671	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05790	old_locus_tag	legacy_locus_tag	M744_06030	NZ_CP006471.1	1114048	1114671	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05790	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2072	NZ_CP006471.1	1114048	1114671	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378302.1	exact shared RefSeq protein_id
M744_RS05790	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10505	NZ_CP006471.1	1114048	1114671	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378302.1	exact shared RefSeq protein_id
M744_RS05790	protein_id	RefSeq_protein	WP_011378302.1	NZ_CP006471.1	1114048	1114671	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05790	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1114048	1114671	-		UTEX RefSeq GFF3		direct seqid
M744_RS05795	cds_segment	RefSeq_location	NZ_CP006471.1:1114948-1116948:+	NZ_CP006471.1	1114948	1116948	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05795	current_locus_tag	RefSeq_locus_tag	M744_RS05795	NZ_CP006471.1	1114948	1116948	+		UTEX RefSeq GFF3		direct annotation
M744_RS05795	genomic_location	RefSeq_location	NZ_CP006471.1:1114948-1116948:+	NZ_CP006471.1	1114948	1116948	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05795	old_locus_tag	legacy_locus_tag	M744_06035	NZ_CP006471.1	1114948	1116948	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05795	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2071	NZ_CP006471.1	1114948	1116948	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378301.1	exact shared RefSeq protein_id
M744_RS05795	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10500	NZ_CP006471.1	1114948	1116948	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378301.1	exact shared RefSeq protein_id
M744_RS05795	protein_id	RefSeq_protein	WP_011378301.1	NZ_CP006471.1	1114948	1116948	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05795	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1114948	1116948	+		UTEX RefSeq GFF3		direct seqid
M744_RS05800	cds_segment	RefSeq_location	NZ_CP006471.1:1117019-1118107:+	NZ_CP006471.1	1117019	1118107	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05800	current_locus_tag	RefSeq_locus_tag	M744_RS05800	NZ_CP006471.1	1117019	1118107	+		UTEX RefSeq GFF3		direct annotation
M744_RS05800	genomic_location	RefSeq_location	NZ_CP006471.1:1117019-1118107:+	NZ_CP006471.1	1117019	1118107	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05800	old_locus_tag	legacy_locus_tag	M744_06040	NZ_CP006471.1	1117019	1118107	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05800	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2070	NZ_CP006471.1	1117019	1118107	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378300.1	exact shared RefSeq protein_id
M744_RS05800	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10495	NZ_CP006471.1	1117019	1118107	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378300.1	exact shared RefSeq protein_id
M744_RS05800	protein_id	RefSeq_protein	WP_011378300.1	NZ_CP006471.1	1117019	1118107	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05800	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1117019	1118107	+		UTEX RefSeq GFF3		direct seqid
M744_RS05805	cds_segment	RefSeq_location	NZ_CP006471.1:1118132-1119364:+	NZ_CP006471.1	1118132	1119364	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05805	current_locus_tag	RefSeq_locus_tag	M744_RS05805	NZ_CP006471.1	1118132	1119364	+		UTEX RefSeq GFF3		direct annotation
M744_RS05805	genomic_location	RefSeq_location	NZ_CP006471.1:1118132-1119364:+	NZ_CP006471.1	1118132	1119364	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05805	old_locus_tag	legacy_locus_tag	M744_06045	NZ_CP006471.1	1118132	1119364	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05805	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2069	NZ_CP006471.1	1118132	1119364	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378299.1	exact shared RefSeq protein_id
M744_RS05805	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10490	NZ_CP006471.1	1118132	1119364	+		PCC 7942 and UTEX RefSeq GFF3	WP_011378299.1	exact shared RefSeq protein_id
M744_RS05805	protein_id	RefSeq_protein	WP_011378299.1	NZ_CP006471.1	1118132	1119364	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05805	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1118132	1119364	+		UTEX RefSeq GFF3		direct seqid
M744_RS05810	cds_segment	RefSeq_location	NZ_CP006471.1:1119370-1119924:+	NZ_CP006471.1	1119370	1119924	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05810	current_locus_tag	RefSeq_locus_tag	M744_RS05810	NZ_CP006471.1	1119370	1119924	+		UTEX RefSeq GFF3		direct annotation
M744_RS05810	genomic_location	RefSeq_location	NZ_CP006471.1:1119370-1119924:+	NZ_CP006471.1	1119370	1119924	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05810	old_locus_tag	legacy_locus_tag	M744_06050	NZ_CP006471.1	1119370	1119924	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05810	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2068	NZ_CP006471.1	1119370	1119924	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244335.1	exact shared RefSeq protein_id
M744_RS05810	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS10485	NZ_CP006471.1	1119370	1119924	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244335.1	exact shared RefSeq protein_id
M744_RS05810	protein_id	RefSeq_protein	WP_011244335.1	NZ_CP006471.1	1119370	1119924	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS05810	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	1119370	1119924	+		UTEX RefSeq GFF3		direct seqid
M744_RS05815	cds_segment	RefSeq_location	NZ_CP006471.1:1119889-1121136:-	NZ_CP006471.1	1119889	1121136	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS05815	current_locus_tag	RefSeq_locus_tag	M744_RS05815	NZ_CP006471.1	1119889	1121136	-		UTEX RefSeq GFF3		direct annotation
M744_RS05815	genomic_location	RefSeq_location	NZ_CP006471.1:1119889-1121136:-	NZ_CP006471.1	1119889	1121136	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS05815	old_locus_tag	legacy_locus_tag	M744_06055	NZ_CP006471.1	1119889	1121136	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS05815	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2067	NZ_CP006471.1	1119889	1121136	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378298.1	exact shared RefSeq protein_id
