locus_tag	gene_symbol	protein_id	protein_id_locus_count	refseq_protein_record	computed_cds_translation	refseq_protein_sequence	protein_length_aa	protein_sequence_sha256	identity_ambiguity	experimentally_detected	characterized_homolog	tested_variant_evidence	tested_variant_growth_condition
M744_RS09140		WP_039755718.1	1	present	exact	exact	411	d847c77f08c6dbbba7396d937389815afd3ed3f6fe626d13495dbefd0e8e8e79	none	unknown	unknown	unknown	unknown
M744_RS09145		WP_011242471.1	1	present	exact	exact	740	06541e39942b669cb0e2acf957caa55ebe3d8462b391f673ef3839609c4d0244	none	unknown	unknown	unknown	unknown
M744_RS09150		WP_011378017.1	1	present	exact	exact	442	47d56452814941c565758bd9c9811a4c13fcc526be10563a470611291c5f3e68	none	unknown	unknown	unknown	unknown
M744_RS09155		WP_011242473.1	1	present	exact	exact	85	d84e26df4d9edadf507bfd74dc3d5b6698891978d1e69c3a8d16ff06216f20b0	none	unknown	unknown	unknown	unknown
M744_RS09160		WP_011242474.1	1	present	exact	exact	139	20726854cf5dbd8002160941f19e3c8b9fc3b7d14244dad185b94b050102e9a0	none	unknown	unknown	unknown	unknown
M744_RS09165		WP_011242475.1	1	present	exact	exact	587	71a55b8060595b008c8a092b4011765386116620bf73edfa4e28de2a38215b2b	none	unknown	unknown	unknown	unknown
M744_RS09170		WP_011378016.1	1	present	exact	exact	304	24a9ab4a23bdfc9de16cf65a160ca1a3c7dfe723faa9c7fba2b790993dcb351e	none	unknown	unknown	unknown	unknown
M744_RS09175		WP_011242477.1	1	present	exact	exact	1355	ea6d024dbc8296c55ab8e5d9ef88664ab418771870891bea624c6aa30bac85b3	none	unknown	unknown	unknown	unknown
M744_RS09180		WP_011242478.1	1	present	exact	exact	512	7e637f34dc6aac962c9f9a7f3eed680e02e95a4b114169883f84d47139d62283	none	unknown	unknown	unknown	unknown
M744_RS09185		WP_011378015.1	1	present	exact	exact	114	1b1efb10081a391b274e7714a920c361b3e19eee5b709507a74535eca6e77592	none	unknown	unknown	unknown	unknown
M744_RS09190	psbA	WP_011242480.1	2	present	exact	exact	360	460eb7b5ed6cc6c36b2f9059f0879d2a47bf9643f7b9a846d8aec82991302009	shared_protein_id	unknown	unknown	unknown	unknown
M744_RS09195		WP_011242481.1	1	present	exact	exact	237	6168cb959b26253a8fe45a5d839fa184c80995b1970a2796a74869ed8dfdc920	none	unknown	unknown	unknown	unknown
M744_RS09200	larE	WP_011242482.1	1	present	exact	exact	275	666979c62a41e034f35b1259af5112b586f1e77df4c6a567a6ccaad6c1dcc333	none	unknown	unknown	unknown	unknown
M744_RS09205		WP_011378014.1	1	present	exact	exact	377	d0fd78bd0e9f919798b8b0cbb0b3d35c75ae5d164d53f0df9b430b1deb654e2e	none	unknown	unknown	unknown	unknown
M744_RS09210		WP_011378013.1	1	present	exact	exact	73	4f31c44768aea0e80ec395aee9749d9bc7093ba72a9a76237656d246c26bb5fe	none	unknown	unknown	unknown	unknown
M744_RS09215		WP_231621303.1	1	present	exact	exact	266	855d67d8db4fb0a5b08938ecc740675aaddb5eafec1e8974b4f6c354a8cce16a	none	unknown	unknown	unknown	unknown
M744_RS09220		WP_011242486.1	1	present	exact	exact	170	5b9029ac89307f959fe4ac5698bf8676ee6a9c25de8ec1ff0b716db48b7e002a	none	unknown	unknown	unknown	unknown
M744_RS09225		WP_011378011.1	1	present	exact	exact	889	696b782fa908f822459022ba6a0f6beff4cb3767fc38247bf0519dba5bcbf498	none	unknown	unknown	unknown	unknown
M744_RS09230		WP_011378010.1	1	present	exact	exact	641	651db3e3e1accf55b88b2052c46d9999bd1825c40da8eaebac4adb2d350ae494	none	unknown	unknown	unknown	unknown
M744_RS09235		WP_011242490.1	1	present	exact	exact	574	bb7d7982a5f026660f3fd7095398aca8a7b4b37ec22502a7cae23a384fcff24e	none	unknown	unknown	unknown	unknown
M744_RS09240	accC	WP_011242491.1	1	present	exact	exact	453	2f47f08fe6167bbbe60bbd069a41fcfb89d6f3c18e1e3e598cdedb037ed9445a	none	unknown	unknown	unknown	unknown
M744_RS09250		WP_231621304.1	1	present	exact	exact	411	70a6648c6ec768adb0b14b8fe4032a478ebff756917673d409d3476a32352e47	none	unknown	unknown	unknown	unknown
M744_RS09255		WP_011242493.1	1	present	exact	exact	764	e4dcdb2ca0b5145303e1ad474624b2ea7e49ca4544cab97a63b5070b1a53c5a1	none	unknown	unknown	unknown	unknown
M744_RS09260		WP_152034138.1	1	present	exact	exact	196	666224133103a765787f519d9029ce41be746be502187390cc1eeead9e1ba823	none	unknown	unknown	unknown	unknown
M744_RS09265		WP_011242495.1	1	present	exact	exact	173	14a1964878ea2d8ff852e5ca7adc3806a10f9e44678ff8c60ee2316060febb48	none	unknown	unknown	unknown	unknown
M744_RS09270		WP_011242496.1	1	present	exact	exact	543	b502bed47e494035cf26c84ea2a87e36d5ed9a7da9af6d2b9d54d4d477a931ed	none	unknown	unknown	unknown	unknown
M744_RS09275		WP_011242497.1	1	present	exact	exact	231	9a915db5ab10c8d7602bd8b10b68bb52666d84c0348e09228d22bff0210c18a5	none	unknown	unknown	unknown	unknown
M744_RS09280	metH	WP_011378007.1	1	present	exact	exact	1190	f7646daa1e3890eda57d7367643695a57ac6822371670d82effa71ace7f8e400	none	unknown	unknown	unknown	unknown
M744_RS09285	corA	WP_155813853.1	1	present	exact	exact	436	d656a23211c3625eed92b4ce6deec81318304ba89d544f8a9111300e477c5d81	none	unknown	unknown	unknown	unknown
M744_RS09290		WP_011378005.1	1	present	exact	exact	79	d658a346e93305de7862b50da9ec63f7905b83994615f60526bcf06e464c8a2a	none	unknown	unknown	unknown	unknown
M744_RS09295	recR	WP_011242500.1	1	present	exact	exact	199	736a88448f2bda0372321c976d4e5a80ed85f7baea32628298879f4a6f7777f3	none	unknown	unknown	unknown	unknown
M744_RS09300		WP_011242501.1	1	present	exact	exact	111	223c1d352a8017b76606daafe65521f63f58ba5a5ad7c12ded9f40e6e1756a7f	none	unknown	unknown	unknown	unknown
M744_RS09305		WP_011242502.1	1	present	exact	exact	455	44fb609eefdabf78ae9cb4373143ea1eef15d565a6c45c236ab7bf129c903555	none	unknown	unknown	unknown	unknown
M744_RS09310	menA	WP_011242503.1	1	present	exact	exact	303	3a1a48cab05bced62725c981a684cdc6d426492c4e78e8327ae43522ceb178c2	none	unknown	unknown	unknown	unknown
M744_RS09315		WP_011378003.1	1	present	exact	exact	232	693728100d544afd723b937b47fa9f989ceeeceb7c90f998affd3017c483e03d	none	unknown	unknown	unknown	unknown
M744_RS09320		WP_011242505.1	1	present	exact	exact	138	ca3ff2abd5bd95b36991758a1d105e713e4a475a4c46a31ec1a172759563044a	none	unknown	unknown	unknown	unknown
M744_RS09325		WP_039755720.1	1	present	exact	exact	66	4d3a4ff61462f1b6e5792a2e63fc119c2a27aecf2721fecf7875609198e3105f	none	unknown	unknown	unknown	unknown
M744_RS09330		WP_231621305.1	1	present	exact	exact	147	95b65a3553745c09c77882b31e0cd50bd29c4fb1b5a961f05cfe1c16b4609c07	none	unknown	unknown	unknown	unknown
M744_RS09335		WP_011242507.1	1	present	exact	exact	167	db5503922d45783c905e584d97781d0f27f5a4654a1c70e1159fd8b89b182277	none	unknown	unknown	unknown	unknown
M744_RS09340		WP_231621306.1	1	present	exact	exact	422	263f7c82b1a54846479bcea3a72257ab83651c05ba62a7cc4c3b6dfc6dd75940	none	unknown	unknown	unknown	unknown
M744_RS09345		WP_011242509.1	1	present	exact	exact	401	67e5aae1f6fcfbe96a9788b4ddf41b6b52814dddb7e5b7d86eb4c17417a33a26	none	unknown	unknown	unknown	unknown
M744_RS09350		WP_011378001.1	1	present	exact	exact	263	1bf064175f751b0ac5acda959348dea9a31361b9dd471e882d8e1d1b9cef2cb1	none	unknown	unknown	unknown	unknown
M744_RS09355		WP_196794056.1	1	present	exact	exact	1803	7fb35dce87d6dc02984d4c56d0fb29e5e6926f9df63667a5d4d4ea0ccb3719de	none	unknown	unknown	unknown	unknown
M744_RS09360		WP_231621307.1	1	present	exact	exact	146	8300979c324bbd695d35dba89f2d4d4b67526720e518e6ad432006c5ddb21f64	none	unknown	unknown	unknown	unknown
M744_RS09365		WP_011242514.1	1	present	exact	exact	929	dba4bf87c4726698b1201f33b40190a16dcaeee201e43c1893148696be2db442	none	unknown	unknown	unknown	unknown
M744_RS09370		WP_011242515.1	1	present	exact	exact	498	168774800743564a428573fd5fe8877823adb19a22a7b5928e828fc43b8aed6a	none	unknown	unknown	unknown	unknown
M744_RS09375		WP_231621308.1	1	present	exact	exact	241	bc3e975be65f2a7a0f872bcb0276166e8dcab4e4851fd9e4bea4858ae192a779	none	unknown	unknown	unknown	unknown
M744_RS09380	acs	WP_011242517.1	1	present	exact	exact	656	7daf30ebe1c053abb1a7ba5dfbc8820a2acd6083ddddf125f1ff411528aa7553	none	unknown	unknown	unknown	unknown
M744_RS09385		WP_039755972.1	1	present	exact	exact	230	5740ded8bc27a9611e534ce85cdaf2576e3a051d14d93affa689ff34b02630b5	none	unknown	unknown	unknown	unknown
M744_RS09390	patD	WP_155813855.1	1	present	exact	exact	110	35a18ecc8fd7c7dc4dc40d7d4b12a7381b79cde8e0e315ed8e8f83c3971cc62e	none	unknown	unknown	unknown	unknown
M744_RS09395		WP_011242519.1	1	present	exact	exact	228	6f33c649b7ba9b9127da4f04b149e24987ee0fa74a32b4dd38ff30cfaefcea2a	none	unknown	unknown	unknown	unknown
M744_RS09400		WP_011377997.1	1	present	exact	exact	99	b3936a88226e2c21e6e8d33d1f09a75128b3bf87b8bad923d34663cf1fc74746	none	unknown	unknown	unknown	unknown
M744_RS09405		WP_011242520.1	1	present	exact	exact	331	41e15686ae1def3e7060b3ca66bc93efe64212bd435d85303375c8fe1c2af4df	none	unknown	unknown	unknown	unknown
M744_RS09410	nuoK	WP_011242521.1	1	present	exact	exact	103	265a0c9e5a6a960413349ff97b00b7d84de678d02c00d6433f1e9e5d2037378e	none	unknown	unknown	unknown	unknown
M744_RS09415		WP_011377996.1	1	present	exact	exact	201	9759a5880af0fb793ddf4f430f5743ba232a5a26b2d7596892c952d97da04599	none	unknown	unknown	unknown	unknown
M744_RS09420	ndhI	WP_011242523.1	1	present	exact	exact	202	24cc51ba95ad540760bc95e5e6e39bd830fbee63e260d795d6ded10650060784	none	unknown	unknown	unknown	unknown
M744_RS09425	nuoH	WP_011242524.1	1	present	exact	exact	372	faee8f4194f082498cc9a8810862322c04f6e778e5bdc5421590f29afd61a4ce	none	unknown	unknown	unknown	unknown
M744_RS09430	gmd	WP_011377995.1	1	present	exact	exact	363	b96a8430b279dc70ed2c90d0e4c851bc5a14971e026be2e8df01c0ef0edd5d10	none	unknown	unknown	unknown	unknown
M744_RS09435		WP_011377994.1	1	present	exact	exact	361	ceba370a48b74c787d3d70247a5493b4b4ab4600f43d354843730583c1d7d632	none	unknown	unknown	unknown	unknown
M744_RS09440	def	WP_011242527.1	1	present	exact	exact	192	2a501adb8eb3536a94f73d3e7249134c560b69c1f9a958d8382540303888d2eb	none	unknown	unknown	unknown	unknown
M744_RS09445		WP_011242528.1	1	present	exact	exact	64	e6179a04aebf7a3e931a6e11fdf50aa57a7b3bc5b259c25daf009d87b812c7c8	none	unknown	unknown	unknown	unknown
M744_RS09450		WP_011377993.1	1	present	exact	exact	260	11f762d6b37d04c8dcb8842a0fae4f8f9f031b2a72addadf7c0e272541136b5c	none	unknown	unknown	unknown	unknown
M744_RS09455		WP_011377992.1	1	present	exact	exact	1434	2199d6b64d5ca5d4bc431704dd45ae1478db9b1aed7e01cb5d2ebb79d84108ee	none	unknown	unknown	unknown	unknown
M744_RS09460		WP_011377991.1	1	present	exact	exact	360	1c476efdb1d6d22f401b13d03db178551ddaffdb27da86bcc989a3638944b441	none	unknown	unknown	unknown	unknown
M744_RS09465		WP_011242533.1	1	present	exact	exact	264	7a84bab05a25a5e4fd9db76292c7edf7a77700c7188c792646f947fa81b7c2a1	none	unknown	unknown	unknown	unknown
M744_RS09470	pabB	WP_011377990.1	1	present	exact	exact	465	117de59b2fe4105420347c95388943d4f475f55028afc0a365dc880e6adcf39e	none	unknown	unknown	unknown	unknown
M744_RS09475	queC	WP_011242535.1	1	present	exact	exact	231	1255f316ca3736e19acfc937ad6db7c7b84c05bbd7d109f225a0523e693fa5fc	none	unknown	unknown	unknown	unknown
M744_RS09480		WP_011242536.1	1	present	exact	exact	206	97cb2585acde36ae0b7593b7ecd0d835093f3c62fe92beb5fb5ca256ee672744	none	unknown	unknown	unknown	unknown
M744_RS09485		WP_011242537.1	1	present	exact	exact	58	aa6642af3b5d205085abd358b6782261ba87d3800b90a95acf3d9b70e2fe09ed	none	unknown	unknown	unknown	unknown
M744_RS09490		WP_011377989.1	1	present	exact	exact	218	0b1aeaea66f74cb8e1f99a328da5d956ddd88e1bf1239d2839783a3d61689ce7	none	unknown	unknown	unknown	unknown
M744_RS09495	psb32	WP_231621309.1	1	present	exact	exact	236	7f6decd853ad29ede16668b5ff7318934076a59316242249fbda5a4cc5cb3eb6	none	unknown	unknown	unknown	unknown
M744_RS09500		WP_011242540.1	1	present	exact	exact	130	688f16da3c3fc694de568a203d336de1076582f588fd42e2253b9a01a6bf9430	none	unknown	unknown	unknown	unknown
M744_RS09505		WP_011377987.1	1	present	exact	exact	97	463f99c9d7b0bcaeb482b7bb57297f4ae7a9a14f9dfa0eed6693240603f7351f	none	unknown	unknown	unknown	unknown
M744_RS09510	mfd	WP_011377986.1	1	present	exact	exact	1153	f0dd9802d928f1dd10b050752c3ac96dca65332fc5a01e5e68deaefe1fcdcb3a	none	unknown	unknown	unknown	unknown
M744_RS09515	dnaB	WP_011377985.1	1	present	exact	exact	454	dafe797e10e854dbea523dcbe9e12d8800d2775aa2a995e11846eceb1f44b42e	none	unknown	unknown	unknown	unknown
M744_RS09520		WP_011377984.1	1	present	exact	exact	919	9cdb6ff6f5f7d47350561ee34c69c2906b9fb954353feaf050a92b18d1f85e8d	none	unknown	unknown	unknown	unknown
M744_RS09525		WP_011377983.1	1	present	exact	exact	282	719fa34e10f65173de8f0f4cbde742e1c77bc7879bf75cc06e42ac5be38f4d2a	none	unknown	unknown	unknown	unknown
M744_RS09530		WP_011242545.1	1	present	exact	exact	75	e816a44cd5de3a89e3f500f921b71efbd0a8b5d46ecff6b08e4fbd4efb5b35cb	none	unknown	unknown	unknown	unknown
M744_RS09535		WP_011377982.1	1	present	exact	exact	339	428535952d83ec05b8c7cd590c6515aaa894cda60bb6c2f7e37b422c8f53f3dc	none	unknown	unknown	unknown	unknown
M744_RS09540		WP_011242547.1	1	present	exact	exact	318	3dc76510092ebe77df2cd50eaa187722ec6e6cc9922f64e98e4fa25b53f787fb	none	unknown	unknown	unknown	unknown
M744_RS09545	pyrR	WP_011242548.1	1	present	exact	exact	179	0d5ede699ce9b4c7018e82ef58fb3bb0ba0987f518ba90bb92f2e1c8833c9d2b	none	unknown	unknown	unknown	unknown
M744_RS09550		WP_011242549.1	1	present	exact	exact	283	0e4aa967df8d791fa299e22ee9f3d996cb261bad828d2fa5971e082f6a26c8af	none	unknown	unknown	unknown	unknown
M744_RS09555		WP_011377981.1	1	present	exact	exact	245	63718881443ad65059df7a988a7fa96891ac134c159ba97cdef6f0a5f327a588	none	unknown	unknown	unknown	unknown
M744_RS09560		WP_231621310.1	1	present	exact	exact	343	a903ab5496fe4edbfda18d9ec30833c31083c0b23d00177e6deb54c86109f666	none	unknown	unknown	unknown	unknown
M744_RS09565	trmFO	WP_011242552.1	1	present	exact	exact	466	f37d87893842d778918248908dab953b2590819dd087c9ce7517ff3f77033f94	none	unknown	unknown	unknown	unknown
M744_RS09570	ftsH4	WP_011377979.1	1	present	exact	exact	623	43d3c88d093d309d8153c5ac7c2d4c0ce1f628b3c1acd3915786f7335e9371cc	none	unknown	unknown	unknown	unknown
M744_RS09575	aspS	WP_011377978.1	1	present	exact	exact	599	3eb5ef53a3733b042395f28c3eaa791ea0d4b787735e5b122e7fb30961ed4bb6	none	unknown	unknown	unknown	unknown
M744_RS09580		WP_011377977.1	1	present	exact	exact	600	47517d1b480f4942ce896a43e7cd0a901d018584665c92e5d9357d4f121f1c56	none	unknown	unknown	unknown	unknown
M744_RS09585		WP_011377976.1	1	present	exact	exact	118	d89701c70a4495d58deb944d3ca35866be875f06268dd22285ad30285c0232c5	none	unknown	unknown	unknown	unknown
M744_RS09590	cmpR	WP_011242557.1	1	present	exact	exact	323	f31c5f61e6638cf2211596b60711b7599aaa37e1e9851d575a283eed93811aa1	none	unknown	unknown	unknown	unknown
M744_RS09595		WP_011377975.1	1	present	exact	exact	310	f5e76443e66abee3afa6272c9411411ee9d9f7b448a796734a29a340aaa956c9	none	unknown	unknown	unknown	unknown
M744_RS09600	trpS	WP_011242559.1	1	present	exact	exact	337	37d700a88f7131f0e402ce456e0860f1935a3228994c69c9861cf814207985f3	none	unknown	unknown	unknown	unknown
M744_RS09605		WP_011242560.1	1	present	exact	exact	271	d94374990019bde7fe22b34c89adb879c508f0d208d2835cb89c92a5bb8953c2	none	unknown	unknown	unknown	unknown
M744_RS09610		WP_011242561.1	1	present	exact	exact	186	f5c97a86ddecdbdc0ce25d9fdfaefb69173db1568c9cc4a84ac0d097d571a655	none	unknown	unknown	unknown	unknown
M744_RS09615		WP_011377973.1	1	present	exact	exact	536	7b14cb38bf71485d3406d44a3adf97db97af560cf9e12b6ccce34b58ab232a71	none	unknown	unknown	unknown	unknown
M744_RS09620		WP_011377972.1	1	present	exact	exact	190	b31d583dc6d3c7144278619d258415d6e223737638ebf76b0d4c7d51e721bd1f	none	unknown	unknown	unknown	unknown
M744_RS09625		WP_011242564.1	1	present	exact	exact	132	588f31867b6d2795bab27a1b470e51f6ad25dd239602ffb9497e82f9bcb73468	none	unknown	unknown	unknown	unknown
M744_RS09630		WP_011377971.1	1	present	exact	exact	158	5583a27cbfdbda05d51ed20486ef3f08f2c0051cd4a03e07c1932ff57e9ff9a7	none	unknown	unknown	unknown	unknown
M744_RS09635		WP_011242566.1	1	present	exact	exact	473	0adfc4a51d23bf75960e9794c6ff72a23c6ff58b57303cf001fc3e104d56e63b	none	unknown	unknown	unknown	unknown
M744_RS09640		WP_011242567.1	1	present	exact	exact	189	ba4f705521153f660f3a88eb0824bba58c3c93df571a7ad69a9f85065db8ff6e	none	unknown	unknown	unknown	unknown
M744_RS09645		WP_011242568.1	1	present	exact	exact	320	3e9a752aa4f6af77f7f9b9637e89711d57f4d68b99201eba71e1b7877bc43975	none	unknown	unknown	unknown	unknown
M744_RS09650		WP_011377969.1	1	present	exact	exact	576	0005fcc68a874fa7ff175b1c0a4176ea5e02d50d70d3ee951cc834372c8efeb5	none	unknown	unknown	unknown	unknown
M744_RS09655		WP_011242570.1	1	present	exact	exact	469	8fba7565df5315e4a27732e1d4bd5dc8f2b9e4657b18daa2515f2e9a4c7f6a8a	none	unknown	unknown	unknown	unknown
M744_RS09660		WP_011242571.1	1	present	exact	exact	231	c42141db4460db33879407bb79ea2a37bc6a3e23407099c437bfaf208e736c62	none	unknown	unknown	unknown	unknown
M744_RS09665		WP_011377968.1	1	present	exact	exact	462	b39cb3b498439784844766aff9572a2b8c07cccc0b488cffb0b301d65698ef28	none	unknown	unknown	unknown	unknown
M744_RS09670		WP_231621311.1	1	present	exact	exact	537	62ef08ced58521b58741a72ba0dd978c02e393ec1e1020905fdc409d91d12786	none	unknown	unknown	unknown	unknown
M744_RS09675	pheT	WP_011377966.1	1	present	exact	exact	810	b311acfdf1073089c96454ec25062c7308a4647008c574a8b8e1ecd35b2e0809	none	unknown	unknown	unknown	unknown
M744_RS09680	dnaG	WP_011377965.1	1	present	exact	exact	694	d6f697af27ab435ebddd08cf985a44173e89cb7c0769f57de89fbe1245ab2add	none	unknown	unknown	unknown	unknown
M744_RS09685	smtB	WP_011242576.1	1	present	exact	exact	122	08a33f4e78153ddd029a17918fe74e7f4ae89b5b65b0fe1c6cdb6a511e533b46	none	unknown	unknown	unknown	unknown
M744_RS09690		WP_011377963.1	1	present	exact	exact	446	6faef65bd4cd9a2ab4ea0d543301532d7156f5d742658ee21f98d0124775ca3f	none	unknown	unknown	unknown	unknown
M744_RS09695		WP_011377962.1	1	present	exact	exact	168	d3cdd9cc2edd831f81dcadbc6dfd7e19b298c0cca350f4e5d4defe3c1c8a7863	none	unknown	unknown	unknown	unknown
M744_RS09700		WP_011377961.1	1	present	exact	exact	610	cd2f20297f74c9ffd35fd2975e31dc2c4a4259b37b76dd9364e7d7b546dadb4e	none	unknown	unknown	unknown	unknown
M744_RS09705		WP_231621312.1	1	present	exact	exact	411	ee462ccbd168deda521bdedc634e00927a5c63d330d9c91d09b2121c3b7fdda4	none	unknown	unknown	unknown	unknown
M744_RS09710	moaCB	WP_011377959.1	1	present	exact	exact	323	ce6c18bb6584452e687e8a1501e15df6801e29a7cd6458f85dea8a7a77c1b5d6	none	unknown	unknown	unknown	unknown
M744_RS09715	moaD	WP_011377958.1	1	present	exact	exact	90	50f01dae8419bc440f238e8d5d92001f69d7bc2113293db03f24cf43a0162091	none	unknown	unknown	unknown	unknown
M744_RS09720		WP_011377957.1	1	present	exact	exact	165	909179c41e460ad1d5864dde4474e0b3feb6c81f3520358ce9984e86a392290c	none	unknown	unknown	unknown	unknown
M744_RS09725	moaA	WP_011377956.1	1	present	exact	exact	327	3f6deb0c86a24c08a4d1795a9aaf3cc09239965d07d8cdd74325dde85fb4891a	none	unknown	unknown	unknown	unknown
M744_RS09730		WP_011377955.1	1	present	exact	exact	230	a0e5dbc25d9b4588727fa18b774430f1d85d30287ac9bb6cc66f97d21733afb2	none	unknown	unknown	unknown	unknown
M744_RS09735		WP_011377954.1	1	present	exact	exact	364	a8f1e079e39f251281e89031180f48d6c3fa1566cd4ad46c89c88dff57e961df	none	unknown	unknown	unknown	unknown
M744_RS09740		WP_011377953.1	1	present	exact	exact	83	e4e656b6245ccb54c656289157de3c0b75164920fcc0c1bf739e2053673019d0	none	unknown	unknown	unknown	unknown
M744_RS09745	rpmI	WP_011242588.1	1	present	exact	exact	66	e4d1fa46071033331f0d197e5c4f1f6da0a0d8128ec25148e03f2a41eaf5b63a	none	unknown	unknown	unknown	unknown
M744_RS09750	rplT	WP_011242589.1	1	present	exact	exact	116	e1cd0850668718d58cd20a89b0dc1ef0f22801827d9300985f0fccabf1155b1a	none	unknown	unknown	unknown	unknown
M744_RS09755		WP_011242590.1	1	present	exact	exact	260	822784dd198682547ae11fe8e208ee4839a8fb71339d6b4818b57d2884a99198	none	unknown	unknown	unknown	unknown
M744_RS09760		WP_011377952.1	1	present	exact	exact	387	9b037c860df45c6d23c4aa8081a97ccf0e03abe50b96e83823ec8a8717e63f95	none	unknown	unknown	unknown	unknown
M744_RS09765		WP_011242592.1	1	present	exact	exact	175	926acd903c0fe43f7ad244796b0e047c5973c0e0c366c5740d90ef0063464fc2	none	unknown	unknown	unknown	unknown
M744_RS09770		WP_011377951.1	1	present	exact	exact	511	6a2afd51fa85f0937c034b28c8ad4c1976f549bcfe4a02488ea71c1ec59516ac	none	unknown	unknown	unknown	unknown
M744_RS09775		WP_011377950.1	1	present	exact	exact	175	d0bb816dce86f3eaed6fac40648ef0bc73dab9ecd2faf0b4921e6a9c877eaa32	none	unknown	unknown	unknown	unknown
M744_RS09780		WP_011242595.1	1	present	exact	exact	245	7ca1103716e7aa47c38838f1bdea45b98243461d9e689e18cfeab467abe4ac00	none	unknown	unknown	unknown	unknown
M744_RS09785		WP_039755725.1	1	present	exact	exact	68	59c1f231fd74c8c3701ec8d637aa71ba97bc55a0c44f3c41c69f96b66d4b9b51	none	unknown	unknown	unknown	unknown
M744_RS09790	mgtE	WP_011377948.1	1	present	exact	exact	465	c0ca57f82603d89b0023a55ec5bb16fd00e17639f83bf352643703a259798870	none	unknown	unknown	unknown	unknown
M744_RS09795		WP_011242597.1	1	present	exact	exact	484	f9691ee20a9ca90072c0f7cf0af7df26d6caa3b03f7b3247826682ae5518f921	none	unknown	unknown	unknown	unknown
M744_RS09800		WP_011377947.1	1	present	exact	exact	259	088fb70d1de302a65d866c14c1dd8bc81516c35b4972f1ab504b384a1e99e424	none	unknown	unknown	unknown	unknown
M744_RS09805	rdgB	WP_011377946.1	1	present	exact	exact	197	151bba80f0296bb5d01c907229fe2ec53b1adf8a330c249106e3a3920d50197b	none	unknown	unknown	unknown	unknown
